9.224324928638009125e-01,2.901231520656501195e-02,5.952882211336029891e-03,2.270806775251110049e-03,1.164441837436950298e-03,7.085381753980445974e-04,4.791344218880219511e-04,3.484613977367432224e-04,2.671537382648364795e-04,2.119806836231854716e-04
0.000000000000000000e+00,1.915956918555859756e-02,4.236709827482569406e-03,1.690037779023204588e-03,8.943842541909742799e-04,5.546343913976496719e-04,3.833075375104175175e-04,2.816729631705341161e-04,2.177883735854645208e-04,1.771345438495111493e-04
0.000000000000000000e+00,0.000000000000000000e+00,6.626574246960400573e-03,8.508265794738813703e-04,2.497306683779993049e-04,1.103461092833020159e-04,6.098074460393006392e-05,4.065382973595337821e-05,2.903844981139526966e-05,2.032691486797668910e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.085381753980445974e-04,1.190576442267206032e-04,4.065382973595337821e-05,2.032691486797668910e-05,1.451922490569763483e-05,8.711534943418580560e-06,8.711534943418580560e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.468268233968597667e-04,6.678843456620911989e-05,2.903844981139526966e-05,1.742306988683716112e-05,1.161537992455810685e-05,8.711534943418580560e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.678843456620911989e-05,2.903844981139526966e-05,1.742306988683716112e-05,1.161537992455810685e-05,8.711534943418580560e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.903844981139526966e-05,1.742306988683716112e-05,1.161537992455810685e-05,8.711534943418580560e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.742306988683716112e-05,1.161537992455810685e-05,8.711534943418580560e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161537992455810685e-05,8.711534943418580560e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.711534943418580560e-06
